record,original_trial_index,q1_trial_index,q1_quality_pass,q1_final_drop,eeg_quality,cue_time_s,event_time_s,event_offset_from_cue_s,target_offset_s,cue_side,response_code,choice_side,stage,analysis_variant,filename_task_code_candidate,task_mapping_status,sample_rate_hz,window_n_samples,window_duration_s,erp_filter_band_hz,tf_filter_band_hz,hard_clip_threshold_raw_value,qc_valid,erp_qc_valid,tf_qc_valid,erp_hard_clip,tf_hard_clip,erp_nonfinite,tf_nonfinite,erp_candidate_mean_F3,erp_mean_F3,erp_candidate_area_F3,erp_peak_F3,erp_peak_latency_s_F3,log_theta_power_F3,log_alpha_power_F3,log_beta_power_F3,log_gamma_power_F3,erp_candidate_mean_Fz,erp_mean_Fz,erp_candidate_area_Fz,erp_peak_Fz,erp_peak_latency_s_Fz,log_theta_power_Fz,log_alpha_power_Fz,log_beta_power_Fz,log_gamma_power_Fz,erp_candidate_mean_F4,erp_mean_F4,erp_candidate_area_F4,erp_peak_F4,erp_peak_latency_s_F4,log_theta_power_F4,log_alpha_power_F4,log_beta_power_F4,log_gamma_power_F4,AI_erp_F4_minus_F3,AI_alpha_log_F4_minus_F3,AI_alpha,response_time_s,endpoint_status,pre_response_cumulative_mean_F3,pre_response_cumulative_sd_F3,pre_response_cumulative_log_theta_power_F3,pre_response_cumulative_log_alpha_power_F3,pre_response_cumulative_log_beta_power_F3,pre_response_cumulative_log_gamma_power_F3,pre_response_cumulative_mean_Fz,pre_response_cumulative_sd_Fz,pre_response_cumulative_log_theta_power_Fz,pre_response_cumulative_log_alpha_power_Fz,pre_response_cumulative_log_beta_power_Fz,pre_response_cumulative_log_gamma_power_Fz,pre_response_cumulative_mean_F4,pre_response_cumulative_sd_F4,pre_response_cumulative_log_theta_power_F4,pre_response_cumulative_log_alpha_power_F4,pre_response_cumulative_log_beta_power_F4,pre_response_cumulative_log_gamma_power_F4,pre_response_cumulative_AI_alpha_log_F4_minus_F3,pre_response_cumulative_tf_mean_F3,pre_response_cumulative_tf_sd_F3,pre_response_cumulative_tf_log_theta_power_F3,pre_response_cumulative_tf_log_alpha_power_F3,pre_response_cumulative_tf_log_beta_power_F3,pre_response_cumulative_tf_log_gamma_power_F3,pre_response_cumulative_tf_mean_Fz,pre_response_cumulative_tf_sd_Fz,pre_response_cumulative_tf_log_theta_power_Fz,pre_response_cumulative_tf_log_alpha_power_Fz,pre_response_cumulative_tf_log_beta_power_Fz,pre_response_cumulative_tf_log_gamma_power_Fz,pre_response_cumulative_tf_mean_F4,pre_response_cumulative_tf_sd_F4,pre_response_cumulative_tf_log_theta_power_F4,pre_response_cumulative_tf_log_alpha_power_F4,pre_response_cumulative_tf_log_beta_power_F4,pre_response_cumulative_tf_log_gamma_power_F4,pre_response_cumulative_tf_AI_alpha_log_F4_minus_F3,pre_response_terminal_500ms_mean_F3,pre_response_terminal_500ms_sd_F3,pre_response_terminal_500ms_log_theta_power_F3,pre_response_terminal_500ms_log_alpha_power_F3,pre_response_terminal_500ms_log_beta_power_F3,pre_response_terminal_500ms_log_gamma_power_F3,pre_response_terminal_500ms_mean_Fz,pre_response_terminal_500ms_sd_Fz,pre_response_terminal_500ms_log_theta_power_Fz,pre_response_terminal_500ms_log_alpha_power_Fz,pre_response_terminal_500ms_log_beta_power_Fz,pre_response_terminal_500ms_log_gamma_power_Fz,pre_response_terminal_500ms_mean_F4,pre_response_terminal_500ms_sd_F4,pre_response_terminal_500ms_log_theta_power_F4,pre_response_terminal_500ms_log_alpha_power_F4,pre_response_terminal_500ms_log_beta_power_F4,pre_response_terminal_500ms_log_gamma_power_F4,pre_response_terminal_500ms_AI_alpha_log_F4_minus_F3,pre_response_terminal_500ms_tf_mean_F3,pre_response_terminal_500ms_tf_sd_F3,pre_response_terminal_500ms_tf_log_theta_power_F3,pre_response_terminal_500ms_tf_log_alpha_power_F3,pre_response_terminal_500ms_tf_log_beta_power_F3,pre_response_terminal_500ms_tf_log_gamma_power_F3,pre_response_terminal_500ms_tf_mean_Fz,pre_response_terminal_500ms_tf_sd_Fz,pre_response_terminal_500ms_tf_log_theta_power_Fz,pre_response_terminal_500ms_tf_log_alpha_power_Fz,pre_response_terminal_500ms_tf_log_beta_power_Fz,pre_response_terminal_500ms_tf_log_gamma_power_Fz,pre_response_terminal_500ms_tf_mean_F4,pre_response_terminal_500ms_tf_sd_F4,pre_response_terminal_500ms_tf_log_theta_power_F4,pre_response_terminal_500ms_tf_log_alpha_power_F4,pre_response_terminal_500ms_tf_log_beta_power_F4,pre_response_terminal_500ms_tf_log_gamma_power_F4,pre_response_terminal_500ms_tf_AI_alpha_log_F4_minus_F3,terminal_erp_qc_valid,terminal_tf_qc_valid,V_visual_like_raw,H_memory_like_raw,P_control_like_raw,Gamma_visual_like_raw,task_filename_code_centered,V_visual_like_score_z,H_memory_like_score_z,P_control_like_score_z
VisualCogA_Task-1,0,0.0,True,0,retained_by_q1,20.1640625,20.1640625,0.0,,-1,-2,-1,cue_locked,nominal,1,filename suffix only; project/task semantics not independently verified,256.0,154,0.6015625,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-14.34085639119148,-14.34085639119148,-3.5617715321481214,-0.3245008468627937,0.49609375,2.099501473639417,1.891521211435032,1.9084091363103584,3.656278803906224,-24.132160563468936,-24.132160563468936,-5.97018960145302,-12.649973113536834,0.30078125,1.9488538431303093,1.638660925087412,2.868627383829148,2.9695161872776628,-11.649341781139372,-11.649341781139372,-2.902412962205707,7.274941186904908,0.49609375,2.6833785954773464,2.070534575456394,3.339248725126261,3.364643547455706,0.103558833688209,0.1790133640213618,0.1790133640213618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.707452911933263,2.2439113040823577,2.7054284150885892,3.330146179546531,-0.5,-0.23366961668575395,-0.585198750030877,0.2919968160452112
VisualCogA_Task-1,0,0.0,True,0,retained_by_q1,20.1640625,22.1640625,2.0,2.0,-1,-2,-1,target_offset_sensitivity,target_offset_2.0s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,38.13588685929776,38.13588685929776,9.360894491598014,47.22796281814576,0.25390625,1.942592414919723,1.8644341865327891,2.061185053357167,3.342164625074096,12.692154180230574,12.692154180230574,3.107129193723667,19.57827404022217,0.25390625,1.3700307433967105,1.5308935140977546,1.7308583284507029,2.9486675839354666,49.909614754915246,49.909614754915246,12.27832410411444,57.45722873330117,0.421875,1.2537617837826105,1.9284096324837627,1.793767140767432,3.0622994865990245,0.1337232190147094,0.0639754459509733,0.0639754459509733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.57921859814786,1.5221283140330144,1.8619368408584343,3.1177105652028625,-0.5,1.0412172434060112,-0.3093032602172913,-1.4299666811081753
VisualCogA_Task-1,0,0.0,True,0,retained_by_q1,20.1640625,22.2640625,2.0999999046325684,2.0999999046325684,-1,-2,-1,target_offset_sensitivity,target_offset_2.1s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,20.09127041876316,20.09127041876316,4.912925555228719,30.825791748166083,0.25,2.270775005833532,2.1546947877324407,1.8682602708546223,3.130083789946113,13.078323063449933,13.078323063449933,3.2147455891058785,19.453122546672823,0.30078125,1.0557270024350347,2.184513257640422,1.1884589479130556,2.762093314886945,29.299880356788638,29.299880356788638,7.225071525145323,38.32875022411346,0.3203125,0.870401136176853,2.4973866556541293,1.6702962889104744,2.922335052441053,0.1864425062674075,0.3426918679216886,0.3426918679216886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.823157946333907,1.39896771481514,1.5756718358927175,2.9381707190913704,-0.5,0.6429528906172755,-0.4760420424454851,-2.0310300649182085
VisualCogA_Task-1,0,0.0,True,0,retained_by_q1,20.1640625,22.3640625,2.200000047683716,2.200000047683716,-1,-2,-1,target_locked,target_offset_2.2s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,0.9671104701748106,0.9671104701748106,0.2731085047905797,12.722207660675048,0.40625,2.643279880400443,1.9888799089317344,2.234516033860561,3.0655309044973404,3.131243043476715,3.131243043476715,0.7901322348637043,12.94285278081894,0.42578125,0.9890703734485594,2.270130217424055,1.5844591722992234,2.675316878844016,4.564445974826812,4.564445974826812,1.141158792078495,18.24151176452637,0.3359375,0.5412920056857956,2.6301523578942656,1.9483567418921968,2.988259991686356,0.6503297110710936,0.641272448962531,0.641272448962531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8875998294927796,1.3912140865115994,1.9224439826839939,2.909702591675904,-0.5,0.07401418657289775,-0.6177317280506974,-1.2993346943644155
VisualCogA_Task-1,0,0.0,True,0,retained_by_q1,20.1640625,22.4640625,2.299999952316284,2.299999952316284,-1,-2,-1,target_offset_sensitivity,target_offset_2.3s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-16.129051794684493,-16.129051794684493,-3.976188883663855,2.6868420028686515,0.3046875,2.736403568726939,1.3897312802662798,2.740753536545206,3.149120615350911,-2.7358592132967896,-2.7358592132967896,-0.6838507107278561,9.602030398249626,0.32421875,1.562871951570507,1.8511687501183811,2.3284972727311826,2.7260201129272543,-13.235183446258306,-13.235183446258306,-3.287132916860284,3.0911508178710925,0.25,1.352506951917701,2.4258126048219992,2.426129057563378,3.1439030954340383,0.0985507820885164,1.0360813245557194,1.0360813245557194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.70003148474653,1.8839274907383823,2.498459955613255,3.006347941237401,-0.5,-0.3412508521597442,0.1805121070195789,-0.09347521134695176
VisualCogA_Task-1,0,0.0,True,0,retained_by_q1,20.1640625,22.5640625,2.400000095367432,2.400000095367432,-1,-2,-1,target_offset_sensitivity,target_offset_2.4s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-25.433929339176977,-25.433929339176977,-6.274637111065677,-12.684642066955565,0.46875,2.5230527918378667,1.0180154411818263,3.0174898253941707,3.3137966785391817,-6.425540206674485,-6.425540206674485,-1.595059732082882,5.906927452236414,0.47265625,2.142182204569944,1.2950583772026936,2.952187554996144,2.840232138768477,-26.735281206835054,-26.735281206835054,-6.603379861232822,-18.019275970458985,0.33203125,2.0416955352607773,2.126542480710686,2.8991663959203566,3.236897899608956,-0.0249448257705623,1.1085270395288596,1.1085270395288596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19.531583584228837,2.235643510556196,2.9562812587702236,3.1303089056388713,-0.5,-0.616985851939645,0.6566765720107365,0.8678005886370601
VisualCogA_Task-1,1,1.0,True,0,retained_by_q1,29.4453125,29.4453125,0.0,,1,2,1,cue_locked,nominal,1,filename suffix only; project/task semantics not independently verified,256.0,154,0.6015625,0.5-30,1-80,999.5,True,True,True,False,False,False,False,24.848818661030386,24.848818661030386,6.122759143537844,39.40910545349121,0.48046875,0.7181831802614618,1.852699606085443,2.2346059856073417,2.930142142400123,1.20185175090097,1.20185175090097,0.2947411429439673,16.36778434872627,0.2890625,1.8699720071425752,1.317951741666028,2.3961770399995665,3.009169417860184,34.62155521370471,34.62155521370471,8.520299187619237,47.67475234985352,0.48046875,1.8878974486364504,1.8212592235340623,2.583414299242909,3.2910674913473965,0.1643294957798463,-0.0314403825513804,-0.0314403825513804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.224075208545354,1.492017545346829,2.4047324416166056,3.076793017202568,-0.5,0.4321568208075581,-1.4522423856330828,-0.1357473800020743
VisualCogA_Task-1,1,1.0,True,0,retained_by_q1,29.4453125,31.4453125,2.0,2.0,1,2,1,target_offset_sensitivity,target_offset_2.0s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,-0.6221988803800196,-0.6221988803800196,-0.1751983248558826,7.075853875875473,0.31640625,1.8732622793317024,1.0741678467393103,1.9138288316154115,3.674618331967933,-3.797463648514822,-3.797463648514822,-0.9406196570512838,5.528216062784195,0.4140625,2.375629528911836,1.620361841560693,2.035271300838873,3.2977985757377035,-0.764142173216678,-0.764142173216678,-0.1885755391890415,7.948236631006003,0.41015625,2.019444386645323,1.3758744251212836,2.0524453273273577,3.4001511848471644,-0.102386993783601,0.3017065783819732,0.3017065783819732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.7279349007038398,2.089445398296287,2.0005151532605474,3.4575226975176,-0.5,-0.061127831680560636,0.45874886333537823,-1.1389973068213204
VisualCogA_Task-1,1,1.0,True,0,retained_by_q1,29.4453125,31.5453125,2.0999999046325684,2.0999999046325684,1,2,1,target_offset_sensitivity,target_offset_2.1s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,2.001228205211228,2.001228205211228,0.4885847120694232,16.02697680234909,0.484375,2.027571374774821,0.7810503346242214,1.8402725789790064,3.5398888196232488,0.2872487428039316,0.2872487428039316,0.0625489548966289,15.621177277565003,0.48828125,2.626177084847852,1.22655148055255,2.050802376851648,3.189811295068553,2.5132088765874503,2.5132088765874503,0.587945234980434,23.687792727947237,0.4921875,2.4021748995957237,1.5936304021611385,2.1868016185607058,3.206498427246664,0.1134096371484086,0.8125800675369169,0.8125800675369169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6005619415342032,2.3519744530727986,2.0259588581304535,3.3120661806461555,-0.5,0.042793094757240274,0.8141691452350899,-1.0855738038416212
VisualCogA_Task-1,1,1.0,True,0,retained_by_q1,29.4453125,31.6453125,2.200000047683716,2.200000047683716,1,2,1,target_locked,target_offset_2.2s,1,filename suffix only; project/task semantics not independently verified,256.0,231,0.90234375,0.5-30,1-80,999.5,True,True,True,False,False,False,False,0.9235345146059988,0.9235345146059988,0.2625651187449693,10.732470164299013,0.38671875,1.582158252834878,0.2600778464411469,1.7524377382596157,3.273413731835701,-3.137860745564104,-3.137860745564104,-0.7420309198321774,10.161178404092787,0.390625,2.323117978474278,0.5438023167596366,2.0632964049907816,3.009555610588975,0.0097861608304086,0.0097861608304086,0.0343869850179181,17.945118911266327,0.39453125,2.2996108643924127,1.6742276818046349,2.370626466175388,3.032362407223393,-0.9790293709580102,1.4141498353634878,1.4141498353634878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7348466900425655,2.0682956985671894,2.0621202031419283,3.1051105832160233,-0.5,-0.04120236010995803,0.30199213257545127,-1.00730682692173
